obp_algorithm,prp_algorithm,ls_algorithm,time,capacity_device,num_orders,before_distance,after_distance
G02,SSHAPE,LS_1x1,3316995,60,60,7548,7442
G02,SSHAPE,LS_1x2,30507692,60,60,7548,7282
G02,SSHAPE,LS_2x2,28113082,60,60,7548,7456
G03,SSHAPE,LS_1x0,6022106,60,60,6606,6606
G03,SSHAPE,LS_1x1,6022709,60,60,6606,6584
G03,SSHAPE,LS_1x2,10694042,60,60,6606,6436
G03,SSHAPE,LS_2x2,14263329,60,60,6606,6452
G01,SSHAPE,LS_1x0,2567023,60,60,6862,6862
G01,SSHAPE,LS_1x1,1885319,60,60,6862,6862
G01,SSHAPE,LS_1x2,6808415,60,60,6862,6670
G01,SSHAPE,LS_2x2,5946910,60,60,6862,6704
G02,SSHAPE,LS_1x0,29841709,60,60,7814,7722
G02,SSHAPE,LS_1x1,2726616,60,60,7814,7392
G02,SSHAPE,LS_1x2,28427626,60,60,7814,7294
G02,SSHAPE,LS_2x2,54515249,60,60,7814,7378
G03,SSHAPE,LS_1x0,10339148,60,60,7052,7052
G03,SSHAPE,LS_1x1,5492241,60,60,7052,6908
G03,SSHAPE,LS_1x2,12338326,60,60,7052,6844
G03,SSHAPE,LS_2x2,14292921,60,60,7052,6722
G01,SSHAPE,LS_1x0,5538634,60,60,6264,6264
G01,SSHAPE,LS_1x1,2044582,60,60,6264,6264
G01,SSHAPE,LS_1x2,8832142,60,60,6264,6074
G01,SSHAPE,LS_2x2,14317497,60,60,6264,6120
G02,SSHAPE,LS_1x0,28380541,60,60,7206,7076
G02,SSHAPE,LS_1x1,2858809,60,60,7206,7062
G02,SSHAPE,LS_1x2,21176838,60,60,7206,6858
G02,SSHAPE,LS_2x2,25403752,60,60,7206,6932
G03,SSHAPE,LS_1x0,9212231,60,60,6356,6356
G03,SSHAPE,LS_1x1,6652026,60,60,6356,6318
G03,SSHAPE,LS_1x2,10429012,60,60,6356,6240
G03,SSHAPE,LS_2x2,18058901,60,60,6356,6066
G01,SSHAPE,LS_1x0,6040193,60,60,6434,6434
G01,SSHAPE,LS_1x1,2076796,60,60,6434,6310
G01,SSHAPE,LS_1x2,7299417,60,60,6434,6172
G01,SSHAPE,LS_2x2,9312608,60,60,6434,6100
G02,SSHAPE,LS_1x0,26287766,60,60,7098,6928
G02,SSHAPE,LS_1x1,3106816,60,60,7098,7010
G02,SSHAPE,LS_1x2,20088153,60,60,7098,6776
G02,SSHAPE,LS_2x2,27270280,60,60,7098,6934
G03,SSHAPE,LS_1x0,5575971,60,60,6332,6332
G03,SSHAPE,LS_1x1,5397520,60,60,6332,6332
G03,SSHAPE,LS_1x2,11749357,60,60,6332,6162
G03,SSHAPE,LS_2x2,19276222,60,60,6332,6026
G01,SSHAPE,LS_1x0,6791136,60,60,6690,6690
G01,SSHAPE,LS_1x1,1858933,60,60,6690,6690
G01,SSHAPE,LS_1x2,9673138,60,60,6690,6690
G01,SSHAPE,LS_2x2,13504022,60,60,6690,6578
G02,SSHAPE,LS_1x0,28123227,60,60,7648,7648
G02,SSHAPE,LS_1x1,2326824,60,60,7648,7568
G02,SSHAPE,LS_1x2,21140424,60,60,7648,7046
G02,SSHAPE,LS_2x2,24567744,60,60,7648,7322
G03,SSHAPE,LS_1x0,9402377,60,60,6832,6832
G03,SSHAPE,LS_1x1,25715832,60,60,6832,6734
G03,SSHAPE,LS_1x2,14293735,60,60,6832,6634
G03,SSHAPE,LS_2x2,18059659,60,60,6832,6552
G01,SSHAPE,LS_1x0,6683589,60,60,6834,6834
G01,SSHAPE,LS_1x1,2101771,60,60,6834,6764
G01,SSHAPE,LS_1x2,14001356,60,60,6834,6782
G01,SSHAPE,LS_2x2,19882876,60,60,6834,6664
G02,SSHAPE,LS_1x0,37080704,60,60,7806,7806
G02,SSHAPE,LS_1x1,2687596,60,60,7806,7806
G02,SSHAPE,LS_1x2,24018865,60,60,7806,7600
G02,SSHAPE,LS_2x2,35133636,60,60,7806,7768
G03,SSHAPE,LS_1x0,10753983,60,60,7076,7076
G03,SSHAPE,LS_1x1,6661663,60,60,7076,7064
G03,SSHAPE,LS_1x2,16011656,60,60,7076,6764
G03,SSHAPE,LS_2x2,20519255,60,60,7076,6618
G01,SSHAPE,LS_1x0,6715200,60,60,6716,6716
G01,SSHAPE,LS_1x1,1987030,60,60,6716,6676
G01,SSHAPE,LS_1x2,11750074,60,60,6716,6684
G01,SSHAPE,LS_2x2,9608954,60,60,6716,6538
G02,SSHAPE,LS_1x0,26006175,60,60,7382,7382
G02,SSHAPE,LS_1x1,3304506,60,60,7382,7264
G02,SSHAPE,LS_1x2,16412933,60,60,7382,7006
G02,SSHAPE,LS_2x2,26990828,60,60,7382,7076
G03,SSHAPE,LS_1x0,9103176,60,60,6746,6746
G03,SSHAPE,LS_1x1,6086691,60,60,6746,6708
G03,SSHAPE,LS_1x2,12073056,60,60,6746,6472
G03,SSHAPE,LS_2x2,15306602,60,60,6746,6554
G01,SSHAPE,LS_1x0,2499314,60,60,6150,6150
G01,SSHAPE,LS_1x1,2094472,60,60,6150,6150
G01,SSHAPE,LS_1x2,5577209,60,60,6150,6090
G01,SSHAPE,LS_2x2,6985922,60,60,6150,5902
G02,SSHAPE,LS_1x0,23192884,60,60,6966,6908
G02,SSHAPE,LS_1x1,2448538,60,60,6966,6872
G02,SSHAPE,LS_1x2,16943985,60,60,6966,6510
G02,SSHAPE,LS_2x2,22855211,60,60,6966,6802
G03,SSHAPE,LS_1x0,29215463,60,60,6434,6434
G03,SSHAPE,LS_1x1,5841010,60,60,6434,6402
G03,SSHAPE,LS_1x2,16845140,60,60,6434,6356
G03,SSHAPE,LS_2x2,10945331,60,60,6434,6380
G01,SSHAPE,LS_1x0,6934177,60,60,7118,7118
G01,SSHAPE,LS_1x1,1815565,60,60,7118,7118
G01,SSHAPE,LS_1x2,10694883,60,60,7118,7086
G01,SSHAPE,LS_2x2,16288026,60,60,7118,7014
G02,SSHAPE,LS_1x0,34253200,60,60,8064,8064
G02,SSHAPE,LS_1x1,3675326,60,60,8064,7948
G02,SSHAPE,LS_1x2,30750141,60,60,8064,7828
G02,SSHAPE,LS_2x2,29899709,60,60,8064,7894
G03,SSHAPE,LS_1x0,9288455,60,60,7132,7132
G03,SSHAPE,LS_1x1,6026423,60,60,7132,7082
G03,SSHAPE,LS_1x2,13354951,60,60,7132,6874
G03,SSHAPE,LS_2x2,20575224,60,60,7132,6766
G01,SSHAPE,LS_1x0,6498230,60,60,6810,6810
G01,SSHAPE,LS_1x1,3194524,60,60,6810,6630
G01,SSHAPE,LS_1x2,10046919,60,60,6810,6636
G01,SSHAPE,LS_2x2,14928760,60,60,6810,6586
G02,SSHAPE,LS_1x0,29317927,60,60,7602,7602
G02,SSHAPE,LS_1x1,3407999,60,60,7602,7516
G02,SSHAPE,LS_1x2,24978747,60,60,7602,7108
G02,SSHAPE,LS_2x2,27274944,60,60,7602,7114
G03,SSHAPE,LS_1x0,9952108,60,60,6788,6788
G03,SSHAPE,LS_1x1,5594959,60,60,6788,6788
G03,SSHAPE,LS_1x2,16976462,60,60,6788,6624
G03,SSHAPE,LS_2x2,22079485,60,60,6788,6606
G01,SSHAPE,LS_1x0,6516860,60,60,7064,7064
G01,SSHAPE,LS_1x1,1735271,60,60,7064,7036
G01,SSHAPE,LS_1x2,7633355,60,60,7064,7014
G01,SSHAPE,LS_2x2,8804232,60,60,7064,6914
G02,SSHAPE,LS_1x0,58737604,60,60,8060,8060
G02,SSHAPE,LS_1x1,3331923,60,60,8060,7832
G02,SSHAPE,LS_1x2,26250051,60,60,8060,7524
G02,SSHAPE,LS_2x2,36833014,60,60,8060,7930
G03,SSHAPE,LS_1x0,10544924,60,60,7050,7050
G03,SSHAPE,LS_1x1,5802934,60,60,7050,7050
G03,SSHAPE,LS_1x2,13147352,60,60,7050,6776
G03,SSHAPE,LS_2x2,30981684,60,60,7050,6802
G01,SSHAPE,LS_1x0,6105563,60,60,5912,5912
G01,SSHAPE,LS_1x1,1581108,60,60,5912,5912
G01,SSHAPE,LS_1x2,8400951,60,60,5912,5838
G01,SSHAPE,LS_2x2,3719636,60,60,5912,5852
G02,SSHAPE,LS_1x0,23390653,60,60,6512,6492
G02,SSHAPE,LS_1x1,2052055,60,60,6512,6452
G02,SSHAPE,LS_1x2,15551292,60,60,6512,6272
G02,SSHAPE,LS_2x2,21626674,60,60,6512,6288
G03,SSHAPE,LS_1x0,9408905,60,60,5888,5888
G03,SSHAPE,LS_1x1,5274832,60,60,5888,5888
G03,SSHAPE,LS_1x2,15005753,60,60,5888,5828
G03,SSHAPE,LS_2x2,18874755,60,60,5888,5726
G01,SSHAPE,LS_1x0,6678060,60,60,6774,6774
G01,SSHAPE,LS_1x1,1920673,60,60,6774,6774
G01,SSHAPE,LS_1x2,10888147,60,60,6774,6584
G01,SSHAPE,LS_2x2,12961197,60,60,6774,6618
G02,SSHAPE,LS_1x0,26274931,60,60,7306,7306
G02,SSHAPE,LS_1x1,2903829,60,60,7306,7236
G02,SSHAPE,LS_1x2,24462600,60,60,7306,7032
G02,SSHAPE,LS_2x2,23201982,60,60,7306,7182
G03,SSHAPE,LS_1x0,10179021,60,60,6818,6818
G03,SSHAPE,LS_1x1,5786027,60,60,6818,6766
G03,SSHAPE,LS_1x2,12418155,60,60,6818,6590
G03,SSHAPE,LS_2x2,18889875,60,60,6818,6456
G01,SSHAPE,LS_1x0,6562500,60,60,6418,6418
G01,SSHAPE,LS_1x1,1982694,60,60,6418,6378
G01,SSHAPE,LS_1x2,15288964,60,60,6418,6184
G01,SSHAPE,LS_2x2,39151164,60,60,6418,6242
G02,SSHAPE,LS_1x0,26847804,60,60,6974,6914
G02,SSHAPE,LS_1x1,2694855,60,60,6974,6942
G02,SSHAPE,LS_1x2,20396050,60,60,6974,6598
G02,SSHAPE,LS_2x2,21445086,60,60,6974,6974
G03,SSHAPE,LS_1x0,10242506,60,60,6492,6492
G03,SSHAPE,LS_1x1,6296853,60,60,6492,6422
G03,SSHAPE,LS_1x2,14906828,60,60,6492,6354
G03,SSHAPE,LS_2x2,21430380,60,60,6492,6308
G01,SSHAPE,LS_1x0,4261538,60,60,6600,6600
G01,SSHAPE,LS_1x1,2161683,60,60,6600,6556
G01,SSHAPE,LS_1x2,10189752,60,60,6600,6468
G01,SSHAPE,LS_2x2,9851754,60,60,6600,6522
G02,SSHAPE,LS_1x0,30775882,60,60,7634,7634
G02,SSHAPE,LS_1x1,3667732,60,60,7634,7590
G02,SSHAPE,LS_1x2,23098119,60,60,7634,7468
G02,SSHAPE,LS_2x2,32415560,60,60,7634,7346
G03,SSHAPE,LS_1x0,6114226,60,60,6650,6650
G03,SSHAPE,LS_1x1,5399331,60,60,6650,6650
G03,SSHAPE,LS_1x2,11390994,60,60,6650,6410
G03,SSHAPE,LS_2x2,16790618,60,60,6650,6492
G01,SSHAPE,LS_1x0,7039482,60,60,7974,7974
G01,SSHAPE,LS_1x1,1773722,60,60,7974,7974
G01,SSHAPE,LS_1x2,9345508,60,60,7974,7900
G01,SSHAPE,LS_2x2,27733283,60,60,7974,7638
G02,SSHAPE,LS_1x0,25848110,60,60,8798,8776
G02,SSHAPE,LS_1x1,3198622,60,60,8798,8666
G02,SSHAPE,LS_1x2,31220218,60,60,8798,8210
G02,SSHAPE,LS_2x2,36893535,60,60,8798,8480
G03,SSHAPE,LS_1x0,11771033,60,60,8084,8084
G03,SSHAPE,LS_1x1,7446558,60,60,8084,8084
G03,SSHAPE,LS_1x2,33502614,60,60,8084,7958
G03,SSHAPE,LS_2x2,29352444,60,60,8084,7562
G01,SSHAPE,LS_1x0,6878259,60,60,7102,7102
G01,SSHAPE,LS_1x1,2119809,60,60,7102,7102
G01,SSHAPE,LS_1x2,16776611,60,60,7102,7056
G01,SSHAPE,LS_2x2,16674151,60,60,7102,7068
G02,SSHAPE,LS_1x0,37053735,60,60,8328,8328
G02,SSHAPE,LS_1x1,1999343,60,60,8328,8244
G02,SSHAPE,LS_1x2,27828399,60,60,8328,8066
G02,SSHAPE,LS_2x2,31219628,60,60,8328,8032
G03,SSHAPE,LS_1x0,10572175,60,60,7026,7026
G03,SSHAPE,LS_1x1,6364850,60,60,7026,6984
G03,SSHAPE,LS_1x2,19830086,60,60,7026,6856
G03,SSHAPE,LS_2x2,22420134,60,60,7026,6880
G01,SSHAPE,LS_1x0,4940989,60,60,6268,6268
G01,SSHAPE,LS_1x1,2460286,60,60,6268,6268
G01,SSHAPE,LS_1x2,9224664,60,60,6268,6210
G01,SSHAPE,LS_2x2,7656144,60,60,6268,6218
G02,SSHAPE,LS_1x0,27325160,60,60,6968,6940
G02,SSHAPE,LS_1x1,3056791,60,60,6968,6832
G02,SSHAPE,LS_1x2,20163113,60,60,6968,6432
G02,SSHAPE,LS_2x2,25211552,60,60,6968,6646
G03,SSHAPE,LS_1x0,6475366,60,60,6264,6264
G03,SSHAPE,LS_1x1,6316119,60,60,6264,6264
G03,SSHAPE,LS_1x2,10242029,60,60,6264,6086
G03,SSHAPE,LS_2x2,13736168,60,60,6264,6016
G01,SSHAPE,LS_1x0,6236187,60,60,6612,6612
G01,SSHAPE,LS_1x1,1987908,60,60,6612,6582
G01,SSHAPE,LS_1x2,5848552,60,60,6612,6528
G01,SSHAPE,LS_2x2,7104849,60,60,6612,6440
G02,SSHAPE,LS_1x0,20730004,60,60,7306,7274
G02,SSHAPE,LS_1x1,2777667,60,60,7306,7080
G02,SSHAPE,LS_1x2,15864358,60,60,7306,6984
G02,SSHAPE,LS_2x2,48988157,60,60,7306,7002
G03,SSHAPE,LS_1x0,9786942,60,60,6678,6678
G03,SSHAPE,LS_1x1,5927025,60,60,6678,6554
G03,SSHAPE,LS_1x2,13644361,60,60,6678,6524
G03,SSHAPE,LS_2x2,16484552,60,60,6678,6486
G01,SSHAPE,LS_1x0,5907348,60,60,6904,6904
G01,SSHAPE,LS_1x1,2763946,60,60,6904,6846
G01,SSHAPE,LS_1x2,10276408,60,60,6904,6518
G01,SSHAPE,LS_2x2,15288825,60,60,6904,6480
G02,SSHAPE,LS_1x0,37072381,60,60,7666,7666
G02,SSHAPE,LS_1x1,3168150,60,60,7666,7666
G02,SSHAPE,LS_1x2,22154937,60,60,7666,7200
G02,SSHAPE,LS_2x2,30460882,60,60,7666,7558
G03,SSHAPE,LS_1x0,10011380,60,60,6860,6860
G03,SSHAPE,LS_1x1,5776564,60,60,6860,6802
G03,SSHAPE,LS_1x2,12631817,60,60,6860,6608
G03,SSHAPE,LS_2x2,18581528,60,60,6860,6466
G01,SSHAPE,LS_1x0,6282708,60,60,6346,6346
G01,SSHAPE,LS_1x1,2017318,60,60,6346,6346
G01,SSHAPE,LS_1x2,7215196,60,60,6346,6142
G01,SSHAPE,LS_2x2,13099773,60,60,6346,5972
G02,SSHAPE,LS_1x0,30505726,60,60,6958,6958
G02,SSHAPE,LS_1x1,3171608,60,60,6958,6934
G02,SSHAPE,LS_1x2,23210999,60,60,6958,6578
G02,SSHAPE,LS_2x2,24669592,60,60,6958,6642
G03,SSHAPE,LS_1x0,9714510,60,60,6230,6230
G03,SSHAPE,LS_1x1,5511646,60,60,6230,6198
G03,SSHAPE,LS_1x2,13483321,60,60,6230,6138
G03,SSHAPE,LS_2x2,19618819,60,60,6230,5934
G01,SSHAPE,LS_1x0,5677972,60,60,6662,6662
G01,SSHAPE,LS_1x1,3134170,60,60,6662,6596
G01,SSHAPE,LS_1x2,11396657,60,60,6662,6546
G01,SSHAPE,LS_2x2,14357580,60,60,6662,6512
G02,SSHAPE,LS_1x0,20371953,60,60,7420,7420
G02,SSHAPE,LS_1x1,3439411,60,60,7420,7248
G02,SSHAPE,LS_1x2,21331513,60,60,7420,6896
G02,SSHAPE,LS_2x2,48609108,60,60,7420,7078
G03,SSHAPE,LS_1x0,6638725,60,60,6814,6814
G03,SSHAPE,LS_1x1,6055639,60,60,6814,6814
G03,SSHAPE,LS_1x2,11494396,60,60,6814,6486
G03,SSHAPE,LS_2x2,19730186,60,60,6814,6362
G01,SSHAPE,LS_1x0,2507330,60,60,6546,6546
G01,SSHAPE,LS_1x1,1329924,60,60,6546,6546
G01,SSHAPE,LS_1x2,4159254,60,60,6546,6452
G01,SSHAPE,LS_2x2,5635251,60,60,6546,6472
G02,SSHAPE,LS_1x0,27633235,60,60,7484,7368
G02,SSHAPE,LS_1x1,2654978,60,60,7484,7374
G02,SSHAPE,LS_1x2,26116801,60,60,7484,7058
G02,SSHAPE,LS_2x2,32368507,60,60,7484,7360
G03,SSHAPE,LS_1x0,10378938,60,60,6730,6730
G03,SSHAPE,LS_1x1,6242717,60,60,6730,6606
G03,SSHAPE,LS_1x2,16993980,60,60,6730,6498
G03,SSHAPE,LS_2x2,22150358,60,60,6730,6574
G01,SSHAPE,LS_1x0,6264113,60,60,6294,6294
G01,SSHAPE,LS_1x1,2439710,60,60,6294,6152
G01,SSHAPE,LS_1x2,13727479,60,60,6294,6018
G01,SSHAPE,LS_2x2,12315096,60,60,6294,6152
G02,SSHAPE,LS_1x0,29327305,60,60,7040,6988
G02,SSHAPE,LS_1x1,3747130,60,60,7040,6898
G02,SSHAPE,LS_1x2,21029090,60,60,7040,6462
G02,SSHAPE,LS_2x2,26791948,60,60,7040,6346
G03,SSHAPE,LS_1x0,9539929,60,60,6174,6174
G03,SSHAPE,LS_1x1,5837296,60,60,6174,6174
G03,SSHAPE,LS_1x2,15618057,60,60,6174,5980
G03,SSHAPE,LS_2x2,21291728,60,60,6174,5864
G01,SSHAPE,LS_1x0,2178253,60,60,6392,6392
G01,SSHAPE,LS_1x1,1739908,60,60,6392,6392
G01,SSHAPE,LS_1x2,5817985,60,60,6392,6296
G01,SSHAPE,LS_2x2,11130107,60,60,6392,6248
G02,SSHAPE,LS_1x0,32270016,60,60,7430,7430
G02,SSHAPE,LS_1x1,2784444,60,60,7430,7276
G02,SSHAPE,LS_1x2,45368292,60,60,7430,7136
G02,SSHAPE,LS_2x2,27551711,60,60,7430,7036
G03,SSHAPE,LS_1x0,5604978,60,60,6420,6420
G03,SSHAPE,LS_1x1,5198860,60,60,6420,6420
G03,SSHAPE,LS_1x2,9784111,60,60,6420,6300
G03,SSHAPE,LS_2x2,12280142,60,60,6420,6236
G01,SSHAPE,LS_1x0,6282823,60,60,6512,6512
G01,SSHAPE,LS_1x1,2119242,60,60,6512,6512
G01,SSHAPE,LS_1x2,8744746,60,60,6512,6388
G01,SSHAPE,LS_2x2,8178170,60,60,6512,6512
G02,SSHAPE,LS_1x0,29762185,60,60,7458,7388
G02,SSHAPE,LS_1x1,3254761,60,60,7458,7270
G02,SSHAPE,LS_1x2,22020921,60,60,7458,6852
G02,SSHAPE,LS_2x2,22234191,60,60,7458,7138
G03,SSHAPE,LS_1x0,9923879,60,60,6708,6708
G03,SSHAPE,LS_1x1,6648654,60,60,6708,6592
G03,SSHAPE,LS_1x2,18044522,60,60,6708,6356
G03,SSHAPE,LS_2x2,24200874,60,60,6708,6508
G01,SSHAPE,LS_1x0,2429942,60,60,6920,6920
G01,SSHAPE,LS_1x1,1783348,60,60,6920,6852
G01,SSHAPE,LS_1x2,8098041,60,60,6920,6798
G01,SSHAPE,LS_2x2,7815494,60,60,6920,6834
G02,SSHAPE,LS_1x0,30304273,60,60,8082,7988
G02,SSHAPE,LS_1x1,3503480,60,60,8082,7908
G02,SSHAPE,LS_1x2,22621173,60,60,8082,7496
G02,SSHAPE,LS_2x2,33594394,60,60,8082,7594
G03,SSHAPE,LS_1x0,10159217,60,60,6918,6918
G03,SSHAPE,LS_1x1,5523806,60,60,6918,6918
G03,SSHAPE,LS_1x2,14384976,60,60,6918,6790
G03,SSHAPE,LS_2x2,14958937,60,60,6918,6868
G01,SSHAPE,LS_1x0,2735728,75,60,5266,5266
G01,SSHAPE,LS_1x1,1695360,75,60,5266,5266
G01,SSHAPE,LS_1x2,7255887,75,60,5266,5134
G01,SSHAPE,LS_2x2,5006559,75,60,5266,5214
G02,SSHAPE,LS_1x0,18531989,75,60,5720,5720
G02,SSHAPE,LS_1x1,2873426,75,60,5720,5666
G02,SSHAPE,LS_1x2,16062087,75,60,5720,5436
G02,SSHAPE,LS_2x2,36334163,75,60,5720,5462
G03,SSHAPE,LS_1x0,9747794,75,60,5414,5414
G03,SSHAPE,LS_1x1,5606757,75,60,5414,5414
G03,SSHAPE,LS_1x2,15002941,75,60,5414,5398
G03,SSHAPE,LS_2x2,13444312,75,60,5414,5260
G01,SSHAPE,LS_1x0,7322516,75,60,6078,6078
G01,SSHAPE,LS_1x1,2964565,75,60,6078,6008
G01,SSHAPE,LS_1x2,15835779,75,60,6078,5990
G01,SSHAPE,LS_2x2,16170608,75,60,6078,5924
G02,SSHAPE,LS_1x0,19240604,75,60,6666,6620
G02,SSHAPE,LS_1x1,3728146,75,60,6666,6546
G02,SSHAPE,LS_1x2,17694489,75,60,6666,6188
G02,SSHAPE,LS_2x2,26246917,75,60,6666,6336
G03,SSHAPE,LS_1x0,11403191,75,60,6204,6204
G03,SSHAPE,LS_1x1,7504202,75,60,6204,6184
G03,SSHAPE,LS_1x2,13684580,75,60,6204,6136
G03,SSHAPE,LS_2x2,25710671,75,60,6204,5900
G01,SSHAPE,LS_1x0,8025209,75,60,5514,5486
G01,SSHAPE,LS_1x1,2146601,75,60,5514,5480
G01,SSHAPE,LS_1x2,10860190,75,60,5514,5500
G01,SSHAPE,LS_2x2,18590302,75,60,5514,5288
G02,SSHAPE,LS_1x0,24225791,75,60,5924,5924
G02,SSHAPE,LS_1x1,3830401,75,60,5924,5924
G02,SSHAPE,LS_1x2,21738375,75,60,5924,5558
G02,SSHAPE,LS_2x2,29380436,75,60,5924,5678
G03,SSHAPE,LS_1x0,10886611,75,60,5422,5422
G03,SSHAPE,LS_1x1,6597552,75,60,5422,5422
G03,SSHAPE,LS_1x2,13354883,75,60,5422,5328
G03,SSHAPE,LS_2x2,24121769,75,60,5422,5334
G01,SSHAPE,LS_1x0,6958488,75,60,5922,5922
G01,SSHAPE,LS_1x1,3172443,75,60,5922,5876
G01,SSHAPE,LS_1x2,12347823,75,60,5922,5812
G01,SSHAPE,LS_2x2,14785917,75,60,5922,5704
G02,SSHAPE,LS_1x0,31110544,75,60,6490,6490
G02,SSHAPE,LS_1x1,3792214,75,60,6490,6346
G02,SSHAPE,LS_1x2,22517431,75,60,6490,6284
G02,SSHAPE,LS_2x2,52257460,75,60,6490,6264
G03,SSHAPE,LS_1x0,10932265,75,60,5838,5838
G03,SSHAPE,LS_1x1,6927258,75,60,5838,5838
G03,SSHAPE,LS_1x2,14941537,75,60,5838,5698
G03,SSHAPE,LS_2x2,20316226,75,60,5838,5548
G01,SSHAPE,LS_1x0,2062797,75,60,5338,5338
G01,SSHAPE,LS_1x1,1491342,75,60,5338,5338
G01,SSHAPE,LS_1x2,4170332,75,60,5338,5230
G01,SSHAPE,LS_2x2,5194138,75,60,5338,5338
G02,SSHAPE,LS_1x0,17286397,75,60,5612,5612
G02,SSHAPE,LS_1x1,3415298,75,60,5612,5612
G02,SSHAPE,LS_1x2,13996308,75,60,5612,5430
G02,SSHAPE,LS_2x2,22592798,75,60,5612,5282
G03,SSHAPE,LS_1x0,9784971,75,60,5468,5468
G03,SSHAPE,LS_1x1,5311526,75,60,5468,5468
G03,SSHAPE,LS_1x2,18218051,75,60,5468,5292
G03,SSHAPE,LS_2x2,20414381,75,60,5468,5366
G01,SSHAPE,LS_1x0,6648531,75,60,5530,5530
G01,SSHAPE,LS_1x1,2222565,75,60,5530,5488
G01,SSHAPE,LS_1x2,13285266,75,60,5530,5344
G01,SSHAPE,LS_2x2,15291042,75,60,5530,5470
G02,SSHAPE,LS_1x0,25883204,75,60,5850,5850
G02,SSHAPE,LS_1x1,3208456,75,60,5850,5850
G02,SSHAPE,LS_1x2,18963898,75,60,5850,5648
G02,SSHAPE,LS_2x2,20221253,75,60,5850,5634
G03,SSHAPE,LS_1x0,9868276,75,60,5332,5332
G03,SSHAPE,LS_1x1,5144493,75,60,5332,5332
G03,SSHAPE,LS_1x2,17070451,75,60,5332,5278
G03,SSHAPE,LS_2x2,18718064,75,60,5332,5264
G01,SSHAPE,LS_1x0,6473727,75,60,5366,5366
G01,SSHAPE,LS_1x1,2155917,75,60,5366,5366
G01,SSHAPE,LS_1x2,8069110,75,60,5366,5314
G01,SSHAPE,LS_2x2,7017787,75,60,5366,5266
G02,SSHAPE,LS_1x0,25904823,75,60,5940,5940
G02,SSHAPE,LS_1x1,3139768,75,60,5940,5852
G02,SSHAPE,LS_1x2,21095567,75,60,5940,5618
G02,SSHAPE,LS_2x2,21175410,75,60,5940,5736
G03,SSHAPE,LS_1x0,9907482,75,60,5508,5508
G03,SSHAPE,LS_1x1,5436546,75,60,5508,5508
G03,SSHAPE,LS_1x2,19375999,75,60,5508,5304
G03,SSHAPE,LS_2x2,43294092,75,60,5508,5274
G01,SSHAPE,LS_1x0,7141874,75,60,5718,5718
G01,SSHAPE,LS_1x1,2484949,75,60,5718,5706
G01,SSHAPE,LS_1x2,9807928,75,60,5718,5506
G01,SSHAPE,LS_2x2,13520292,75,60,5718,5536
G02,SSHAPE,LS_1x0,22961989,75,60,6232,6232
G02,SSHAPE,LS_1x1,3652301,75,60,6232,6128
G02,SSHAPE,LS_1x2,19861291,75,60,6232,5712
G02,SSHAPE,LS_2x2,24936569,75,60,6232,5762
G03,SSHAPE,LS_1x0,10642650,75,60,5694,5694
G03,SSHAPE,LS_1x1,6181947,75,60,5694,5516
G03,SSHAPE,LS_1x2,15831285,75,60,5694,5412
G03,SSHAPE,LS_2x2,22118141,75,60,5694,5358
G01,SSHAPE,LS_1x0,2296635,75,60,5782,5782
G01,SSHAPE,LS_1x1,1834717,75,60,5782,5732
G01,SSHAPE,LS_1x2,5901170,75,60,5782,5678
G01,SSHAPE,LS_2x2,5745093,75,60,5782,5638
G02,SSHAPE,LS_1x0,24872087,75,60,6286,6286
G02,SSHAPE,LS_1x1,3340015,75,60,6286,6286
G02,SSHAPE,LS_1x2,29593438,75,60,6286,6174
G02,SSHAPE,LS_2x2,32941516,75,60,6286,6142
G03,SSHAPE,LS_1x0,5867680,75,60,5630,5630
G03,SSHAPE,LS_1x1,5829119,75,60,5630,5630
G03,SSHAPE,LS_1x2,10576485,75,60,5630,5548
G03,SSHAPE,LS_2x2,11512892,75,60,5630,5412
G01,SSHAPE,LS_1x0,7324411,75,60,5782,5782
G01,SSHAPE,LS_1x1,2936979,75,60,5782,5740
G01,SSHAPE,LS_1x2,11911181,75,60,5782,5548
G01,SSHAPE,LS_2x2,13996150,75,60,5782,5650
G02,SSHAPE,LS_1x0,21336191,75,60,6164,6164
G02,SSHAPE,LS_1x1,3065420,75,60,6164,6074
G02,SSHAPE,LS_1x2,23086224,75,60,6164,5730
G02,SSHAPE,LS_2x2,29629427,75,60,6164,5706
G03,SSHAPE,LS_1x0,8156970,75,60,5802,5802
G03,SSHAPE,LS_1x1,6703425,75,60,5802,5714
G03,SSHAPE,LS_1x2,12372177,75,60,5802,5590
G03,SSHAPE,LS_2x2,19030507,75,60,5802,5460
G01,SSHAPE,LS_1x0,6940157,75,60,5814,5814
G01,SSHAPE,LS_1x1,1970828,75,60,5814,5814
G01,SSHAPE,LS_1x2,12417994,75,60,5814,5692
G01,SSHAPE,LS_2x2,37283105,75,60,5814,5704
G02,SSHAPE,LS_1x0,22096761,75,60,6306,6306
G02,SSHAPE,LS_1x1,2899831,75,60,6306,6306
G02,SSHAPE,LS_1x2,15384597,75,60,6306,5994
G02,SSHAPE,LS_2x2,26502250,75,60,6306,6144
G03,SSHAPE,LS_1x0,10939871,75,60,5974,5974
G03,SSHAPE,LS_1x1,6540566,75,60,5974,5836
G03,SSHAPE,LS_1x2,16624728,75,60,5974,5826
